NAME,GENDER,NACIONALITY,ROLE,ACRONYM,OFICIAL_NAME,START_DATE,END_DATE,TOPICS,STATION,INSTITUTIONS_LEAD,INST_LEAD_COUNTRY,FUNDING_SOURCES,Finished,lon,lat
"Sophie, Wulfing",F,US,Student,Melastomes,Evolution of functional traits in the Melastomataceae,01/01/2015,12/31/2015,"Melastomes
Malastomataceae
elevational transect
Braulio Carrillo
Functional traits
life history
plant height
leaf area
leaf area:sapwood area ratio
specific leaf area
leaf nitrogen content ",La Selva,Wilkes University,US,NSF- International,Finished,-75.8883633,41.2449585
"Weston, Testo",M,US,Principal Investigator,Phlegmariurus diversification,La diversificación de Phlegmariurus (Lycopodiaceae) en Costa Rica,01/01/2015,02/07/2015,"phylogeny, lycophytes, evolution, morphology",La Selva,University of Vermont,US,NSF GRFP,Finished,-73.1964637,44.4778528
"Samuel, Snow",M,US,Principal Investigator,manakin social behavior project,Male-male social interactions and female freedom of choice at leks: implications for the evolution of lek-breeding systems,02/01/2015,03/01/2015,"Pipridae, male aggression, sexual conflict, female sexual autonomy, courtship disruption, group selection ",La Selva,Yale University,US,Yale Institute for Biospheric Studies Pilot Research Grant; Yale Ecology and Evolutionary Biolody Department Chair¿s Fund; NSF GRFP; National Institute of Health Genetics Training Grant,Finished,-72.9223431,41.3163244
"Stephanie, Caudill",F,US,Principal Investigator,Coffee Pollination Project,Effects of shade management on ecosystem services within coffee farms,02/01/2015,03/31/2015,"coffee, pollination, ecosystem services, landscape ecology, agriculture",Las Cruces,Smithsonian Institution,US,Smithsonian Institution,Finished,-77.0213921,38.8860146
"Adam, Hadley",M,CA,Principal Investigator,Hummingbirds and pollination,Effects of forest fragmentation tropical hummingbird pollination networks,01/20/2009,,"Hummingbirds
Heliconia
Pollination
Pollinator movement
Fruit success
Seed set
Forest fragmentation
Forest loss
Functional connectivity
",Las Cruces,Oregon State University,US,National Science Foundation NSF; Earthwatch; Natural Sciences and Engineering Research Council of Canada; NSF,Approved,-123.2794443,44.5637806
"Clare, Aslan",F,US,Collaborator,Hummingbirds and pollination,Effects of forest fragmentation tropical hummingbird pollination networks,01/20/2009,,"Hummingbirds
Heliconia
Pollination
Pollinator movement
Fruit success
Seed set
Forest fragmentation
Forest loss
Functional connectivity
",Las Cruces,Oregon State University,US,National Science Foundation NSF; Earthwatch; Natural Sciences and Engineering Research Council of Canada; NSF,Approved,-123.2794443,44.5637806
"Dustin, Gannon",M,US,Student,Hummingbirds and pollination,Effects of forest fragmentation tropical hummingbird pollination networks,01/20/2009,,"Hummingbirds
Heliconia
Pollination
Pollinator movement
Fruit success
Seed set
Forest fragmentation
Forest loss
Functional connectivity
",Las Cruces,Oregon State University,US,National Science Foundation NSF; Earthwatch; Natural Sciences and Engineering Research Council of Canada; NSF,Approved,-123.2794443,44.5637806
"Felipe, Torres",M,CO,Student,Hummingbirds and pollination,Effects of forest fragmentation tropical hummingbird pollination networks,01/20/2009,,"Hummingbirds
Heliconia
Pollination
Pollinator movement
Fruit success
Seed set
Forest fragmentation
Forest loss
Functional connectivity
",Las Cruces,Oregon State University,US,National Science Foundation NSF; Earthwatch; Natural Sciences and Engineering Research Council of Canada; NSF,Approved,-123.2794443,44.5637806
"Kara, Leimberger",F,US,Student,Hummingbirds and pollination,Effects of forest fragmentation tropical hummingbird pollination networks,01/20/2009,,"Hummingbirds
Heliconia
Pollination
Pollinator movement
Fruit success
Seed set
Forest fragmentation
Forest loss
Functional connectivity
",Las Cruces,Oregon State University,US,National Science Foundation NSF; Earthwatch; Natural Sciences and Engineering Research Council of Canada; NSF,Approved,-123.2794443,44.5637806
"Marion, Donald",F,US,Student,Hummingbirds and pollination,Effects of forest fragmentation tropical hummingbird pollination networks,01/20/2009,,"Hummingbirds
Heliconia
Pollination
Pollinator movement
Fruit success
Seed set
Forest fragmentation
Forest loss
Functional connectivity
",Las Cruces,Oregon State University,US,National Science Foundation NSF; Earthwatch; Natural Sciences and Engineering Research Council of Canada; NSF,Approved,-123.2794443,44.5637806
"Martha, Sample",F,US,Technician,Hummingbirds and pollination,Effects of forest fragmentation tropical hummingbird pollination networks,01/20/2009,,"Hummingbirds
Heliconia
Pollination
Pollinator movement
Fruit success
Seed set
Forest fragmentation
Forest loss
Functional connectivity
",Las Cruces,Oregon State University,US,National Science Foundation NSF; Earthwatch; Natural Sciences and Engineering Research Council of Canada; NSF,Approved,-123.2794443,44.5637806
"Matthew, Betts",M,CA,Principal Investigator,Hummingbirds and pollination,Effects of forest fragmentation tropical hummingbird pollination networks,01/20/2009,,"Hummingbirds
Heliconia
Pollination
Pollinator movement
Fruit success
Seed set
Forest fragmentation
Forest loss
Functional connectivity
",Las Cruces,Oregon State University,US,National Science Foundation NSF; Earthwatch; Natural Sciences and Engineering Research Council of Canada; NSF,Approved,-123.2794443,44.5637806
"Robyn, Bath-Rosenfeld",F,US,Student,Hummingbirds and pollination,Effects of forest fragmentation tropical hummingbird pollination networks,01/20/2009,,"Hummingbirds
Heliconia
Pollination
Pollinator movement
Fruit success
Seed set
Forest fragmentation
Forest loss
Functional connectivity
",Las Cruces,Oregon State University,US,National Science Foundation NSF; Earthwatch; Natural Sciences and Engineering Research Council of Canada; NSF,Approved,-123.2794443,44.5637806
"Sarah, Frey",F,US,Co-PI,Hummingbirds and pollination,Effects of forest fragmentation tropical hummingbird pollination networks,01/20/2009,,"Hummingbirds
Heliconia
Pollination
Pollinator movement
Fruit success
Seed set
Forest fragmentation
Forest loss
Functional connectivity
",Las Cruces,Oregon State University,US,National Science Foundation NSF; Earthwatch; Natural Sciences and Engineering Research Council of Canada; NSF,Approved,-123.2794443,44.5637806
"Leslie, Hay",F,US,Principal Investigator,Leslie,Comparative monitoring of jaguar and forest carnivores and prey in high and low elevation rainforests.,12/29/2014,12/31/2014,,La Selva,Northwest Nazarene University,US,,Finished,-116.5665422,43.5614811
"Weston, Testo",M,US,Principal Investigator,Phlegmariurus diversification,La diversificación de Phlegmariurus (Lycopodiaceae) en Costa Rica,01/01/2015,02/07/2015,"phylogeny, lycophytes, evolution, morphology",Las Cruces,University of Vermont,US,NSF GRFP,Finished,-73.1964637,44.4778528
"Chase, Mendenhall",M,US,Senior Personnel,Disease and immune adaptations countryside bats,Investigación de los riesgos de las enfermedades zoonóticas y los adaptaciones inmunológicas en los murciélagos en el paisaje Centroamericano,02/22/2015,09/01/2016,"bats, Chiroptera, countryside biogeography, disease, land use change, immune adaptation",Las Cruces,Stanford University,US,Stanford Woods Institute for the Environment,Finished,-122.169719,37.4274745
"Hannah, Frank",F,US,Principal Investigator,Disease and immune adaptations countryside bats,Investigación de los riesgos de las enfermedades zoonóticas y los adaptaciones inmunológicas en los murciélagos en el paisaje Centroamericano,02/22/2015,09/01/2016,"bats, Chiroptera, countryside biogeography, disease, land use change, immune adaptation",Las Cruces,Stanford University,US,Stanford Woods Institute for the Environment,Finished,-122.169719,37.4274745
"Jonathan, Flanders",M,GB,Field Assistant,Disease and immune adaptations countryside bats,Investigación de los riesgos de las enfermedades zoonóticas y los adaptaciones inmunológicas en los murciélagos en el paisaje Centroamericano,02/22/2015,09/01/2016,"bats, Chiroptera, countryside biogeography, disease, land use change, immune adaptation",Las Cruces,Stanford University,US,Stanford Woods Institute for the Environment,Finished,-122.169719,37.4274745
"Brett, Seymoure",M,US,Principal Investigator,Butterfly Light Environments,"Light Environment Drives Behavior, Vision and Coloration in Tropical Butterflies",03/13/2015,03/18/2015,"Butterflies, Light Environment, Vision, Electroretinogram, Perception, Coloration, Behavior, Light Preference, Behavioral Ecology, Mimicry, Natural Selection, Sexual Selection",La Selva,Arizona State University,US,Fellowship,Finished,-112.0719833,33.4532165
"Maynard, Schaus",M,US,Collaborator,Harvestman ecology,"Natural History of the Cosmetid harvestman Cynorta marginalis (Arachnida, Opiliones)",08/11/2015,08/24/2015,"ecology, behavior, reproduction, morphology, wound healing, mark recapture, Cosmetidae, Opiliones ",La Selva,Virginia Wesleyan College,US,Personal funds,Finished,-76.1866644,36.8674624
"Victor, Townsend",M,US,Principal Investigator,Harvestman ecology,"Natural History of the Cosmetid harvestman Cynorta marginalis (Arachnida, Opiliones)",08/11/2015,08/24/2015,"ecology, behavior, reproduction, morphology, wound healing, mark recapture, Cosmetidae, Opiliones ",La Selva,Virginia Wesleyan College,US,Personal funds,Finished,-76.1866644,36.8674624
"Dorset, Trapnell",F,US,Co-PI,ENTCY,"Long-term analysis of the reproductive success of Enterolobium cyclocarpum in Guanacaste, Costa Rica",04/01/1995,,"Enterolobium cyclocarpum, Fabaceae, gene flow, flowering phenology, fruit production",Palo Verde,University of Georgia,US,Personal funds,Approved,-83.3773221,33.9480053
"James L., Hamrick",M,US,Principal Investigator,ENTCY,"Long-term analysis of the reproductive success of Enterolobium cyclocarpum in Guanacaste, Costa Rica",04/01/1995,,"Enterolobium cyclocarpum, Fabaceae, gene flow, flowering phenology, fruit production",Palo Verde,University of Georgia,US,Personal funds,Approved,-83.3773221,33.9480053
"Chelsea, Robinson",F,US,Principal Investigator,AirMOSS,NASA- AirMOSS,01/01/2013,,"Soil moisture, AirMOSS, radar",La Selva,Instituto de Pesquisa Jardim Botanico do Rio de Janeiro,US,,Approved,-43.2250381,-22.9673717
"My-Linh, Truong-Loi",F,FR,Student,AirMOSS,NASA- AirMOSS,01/01/2013,,"Soil moisture, AirMOSS, radar",La Selva,Universidade Estadual Paulista,US,,Approved,-51.3336692,-20.4173237
"Sassan, Saatchi",F,US,Senior Personnel,AirMOSS,NASA- AirMOSS,01/01/2013,,"Soil moisture, AirMOSS, radar",La Selva,Universidade Estadual Paulista,US,,Approved,-51.3336692,-20.4173237
"Sermsak, Jaruwatanadilok",F,US,Coordinator,AirMOSS,NASA- AirMOSS,01/01/2013,,"Soil moisture, AirMOSS, radar",La Selva,University of British Columbia,US,,Approved,-123.2459938,49.2606052
"Victoria, Meyer",F,US,Student,AirMOSS,NASA- AirMOSS,01/01/2013,,"Soil moisture, AirMOSS, radar",La Selva,University of British Columbia,US,,Approved,-123.2459938,49.2606052
"Cassidi, Rush",F,US,Student,Adelpha Project,Connecting the proximate mechanisms responsible for organismal diversity to the ultimate causes of latitudinal gradients in species richness,03/06/2015,,"Adelpha, Biotic Interactions, Predation, Competition, Mimicry, Speciation.",La Selva,University of Florida,US,National Science Foundation NSF,Approved,-82.3549302,29.6436325
"Danilo, Villegas",M,US,Field Assistant,Adelpha Project,Connecting the proximate mechanisms responsible for organismal diversity to the ultimate causes of latitudinal gradients in species richness,03/06/2015,,"Adelpha, Biotic Interactions, Predation, Competition, Mimicry, Speciation.",La Selva,University of Florida,US,National Science Foundation NSF,Approved,-82.3549302,29.6436325
"Evan, Kristiansen",M,US,Student,Adelpha Project,Connecting the proximate mechanisms responsible for organismal diversity to the ultimate causes of latitudinal gradients in species richness,03/06/2015,,"Adelpha, Biotic Interactions, Predation, Competition, Mimicry, Speciation.",La Selva,University of Florida,US,National Science Foundation NSF,Approved,-82.3549302,29.6436325
"Louis, Prusa",M,US,Student,Adelpha Project,Connecting the proximate mechanisms responsible for organismal diversity to the ultimate causes of latitudinal gradients in species richness,03/06/2015,,"Adelpha, Biotic Interactions, Predation, Competition, Mimicry, Speciation.",La Selva,University of Florida,US,National Science Foundation NSF,Approved,-82.3549302,29.6436325
"Patricio, Salazar",M,EC,Senior Personnel,Adelpha Project,Connecting the proximate mechanisms responsible for organismal diversity to the ultimate causes of latitudinal gradients in species richness,03/06/2015,,"Adelpha, Biotic Interactions, Predation, Competition, Mimicry, Speciation.",La Selva,University of Florida,US,National Science Foundation NSF,Approved,-82.3549302,29.6436325
"Ronald, Vargas",M,CR,Field Assistant,Adelpha Project,Connecting the proximate mechanisms responsible for organismal diversity to the ultimate causes of latitudinal gradients in species richness,03/06/2015,,"Adelpha, Biotic Interactions, Predation, Competition, Mimicry, Speciation.",La Selva,University of Florida,US,National Science Foundation NSF,Approved,-82.3549302,29.6436325
"Ryan, Hill",M,US,Co-PI,Adelpha Project,Connecting the proximate mechanisms responsible for organismal diversity to the ultimate causes of latitudinal gradients in species richness,03/06/2015,,"Adelpha, Biotic Interactions, Predation, Competition, Mimicry, Speciation.",La Selva,University of Florida,US,National Science Foundation NSF,Approved,-82.3549302,29.6436325
"Sean, Mullen",M,US,Principal Investigator,Adelpha Project,Connecting the proximate mechanisms responsible for organismal diversity to the ultimate causes of latitudinal gradients in species richness,03/06/2015,,"Adelpha, Biotic Interactions, Predation, Competition, Mimicry, Speciation.",La Selva,University of Florida,US,National Science Foundation NSF,Approved,-82.3549302,29.6436325
"Susan, Finkbeiner",F,US,Senior Personnel,Adelpha Project,Connecting the proximate mechanisms responsible for organismal diversity to the ultimate causes of latitudinal gradients in species richness,03/06/2015,,"Adelpha, Biotic Interactions, Predation, Competition, Mimicry, Speciation.",La Selva,University of Florida,US,National Science Foundation NSF,Approved,-82.3549302,29.6436325
"Matthew, Cross",M,US,Principal Investigator,Biomass measurements using Remote Sensing,Improved Understanding of the Carbon Cycle through Accurate Biomass Measurements of Central American Forests,02/03/2015,06/01/2019,"Tree Species Identification
Biomass Calculations",La Selva,University of Colorado at Denver,US,Personal funds,Finished,-105.002342,39.7463596
"Rafael, Moreno",M,US,Advisor,Biomass measurements using Remote Sensing,Improved Understanding of the Carbon Cycle through Accurate Biomass Measurements of Central American Forests,02/03/2015,06/01/2019,"Tree Species Identification
Biomass Calculations",La Selva,University of Colorado at Denver,US,Personal funds,Finished,-105.002342,39.7463596
"Ted, Scambos",M,US,Advisor,Biomass measurements using Remote Sensing,Improved Understanding of the Carbon Cycle through Accurate Biomass Measurements of Central American Forests,02/03/2015,06/01/2019,"Tree Species Identification
Biomass Calculations",La Selva,University of Colorado at Denver,US,Personal funds,Finished,-105.002342,39.7463596
"Julio, Brenes",M,CR,Collaborator,TyCAR,Impacto del turismo sobre el comportamiento de aves y reptiles en áreas protegidas de las vertientes Caribe y Pacífica de Costa Rica,01/01/2015,12/31/2016,"Comportamiento animal, Ecoturismo, Vertiente Caribe, Vertiente Pacífica, Visitación turística, Zonas protegidas",La Selva,Universidad de Costa Rica,CR,Universidad de Costa Rica,Finished,-84.0510284,9.9369824
"Marco, Barquero",M,CR,Principal Investigator,TyCAR,Impacto del turismo sobre el comportamiento de aves y reptiles en áreas protegidas de las vertientes Caribe y Pacífica de Costa Rica,01/01/2015,12/31/2016,"Comportamiento animal, Ecoturismo, Vertiente Caribe, Vertiente Pacífica, Visitación turística, Zonas protegidas",La Selva,Universidad de Costa Rica,CR,Universidad de Costa Rica,Finished,-84.0510284,9.9369824
